,Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title,dia_da_semana,mes_do_ano,morning,afternoon,night,dawn
2991,0 days 00:03:16,2025-08-22 22:35:01+00:00,Jose,BR (Brazil),00:02:17,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Corpos: Minissérie: Você vai morrer (episódio 1),4,8,,,0 days 00:03:16,
2996,0 days 00:06:12,2025-08-22 19:50:15+00:00,Anas,BR (Brazil),00:06:16,Not latest view,,,Chrome PC (Cadmium),Breaking Bad: Temporada 4: 38 cano curto (episódio 2),4,8,,,0 days 00:06:12,
2997,0 days 00:46:30,2025-08-22 18:49:11+00:00,Anas,BR (Brazil),00:46:33,00:46:33,,,Chrome PC (Cadmium),Breaking Bad: Temporada 4: Estilete (episódio 1),4,8,,,0 days 00:46:30,
2998,0 days 00:46:28,2025-08-22 18:02:43+00:00,Anas,BR (Brazil),00:46:32,00:46:32,,,Chrome PC (Cadmium),Breaking Bad: Temporada 3: Medida completa (episódio 13),4,8,,,0 days 00:46:28,
2999,0 days 00:21:21,2025-08-22 17:41:21+00:00,Anas,BR (Brazil),00:46:31,00:46:31,,,Chrome PC (Cadmium),Breaking Bad: Temporada 3: Medida pela metade (episódio 12),4,8,,0 days 00:21:21,,
3000,0 days 00:10:50,2025-08-22 00:13:55+00:00,Anas,BR (Brazil),00:10:50,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Assassinato na Casa Branca: Temporada 1: A queda da casa de Usher (episódio 1),4,8,,,,0 days 00:10:50
3004,0 days 00:19:23,2025-08-21 23:52:45+00:00,Anas,BR (Brazil),00:32:03,00:32:03,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: O espião que saiu do frio (episódio 8),3,8,,,0 days 00:19:23,
3005,0 days 00:24:54,2025-08-21 23:20:17+00:00,Anas,BR (Brazil),00:25:10,Not latest view,,,Chrome PC (Cadmium),Breaking Bad: Temporada 3: Medida pela metade (episódio 12),3,8,,,0 days 00:24:54,
3006,0 days 00:46:29,2025-08-21 22:33:47+00:00,Anas,BR (Brazil),00:46:32,00:46:32,,,Chrome PC (Cadmium),Breaking Bad: Temporada 3: Abiquiu (episódio 11),3,8,,,0 days 00:46:29,
3007,0 days 00:36:20,2025-08-21 21:56:15+00:00,Anas,BR (Brazil),00:47:30,00:47:30,,,Chrome PC (Cadmium),Breaking Bad: Temporada 3: A mosca (episódio 10),3,8,,,0 days 00:36:20,
3009,0 days 00:21:54,2025-08-21 20:58:21+00:00,Anas,BR (Brazil),00:22:24,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 2: Date Night (episódio 4),3,8,,,0 days 00:21:54,
3010,0 days 01:04:02,2025-08-21 19:39:35+00:00,Anas,BR (Brazil),00:42:01,00:42:01,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 2: I'm Cooler than You Think (episódio 3),3,8,,,0 days 01:04:02,
3011,0 days 00:27:03,2025-08-21 19:11:42+00:00,Anas,BR (Brazil),00:42:38,00:42:38,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 2: No Good Deed (episódio 2),3,8,,,0 days 00:27:03,
3013,0 days 00:11:10,2025-08-21 17:52:39+00:00,Anas,BR (Brazil),00:11:10,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: A mosca (episódio 10),3,8,,0 days 00:11:10,,
3014,0 days 00:46:33,2025-08-21 17:06:03+00:00,Anas,BR (Brazil),00:46:33,00:46:33,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Kafkiano (episódio 9),3,8,,0 days 00:46:33,,
3015,0 days 00:46:31,2025-08-21 16:19:29+00:00,Anas,BR (Brazil),00:46:31,00:46:31,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Eu vejo você (episódio 8),3,8,,0 days 00:46:31,,
3016,0 days 00:12:38,2025-08-21 16:06:31+00:00,Anas,BR (Brazil),00:12:42,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: O espião que saiu do frio (episódio 8),3,8,,0 days 00:12:38,,
3017,0 days 00:28:16,2025-08-21 15:38:12+00:00,Anas,BR (Brazil),00:28:16,00:28:16,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Um Espião Infiltrado: Temporada 1: De Russian Hill, com amor (episódio 7)",3,8,,0 days 00:28:16,,
3019,0 days 00:13:41,2025-08-21 15:21:51+00:00,Anas,BR (Brazil),00:45:40,00:45:40,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Um minuto (episódio 7),3,8,,0 days 00:13:41,,
3020,0 days 00:00:05,2025-08-21 00:21:25+00:00,Léo,BR (Brazil),00:05:16,Not latest view,,,Firefox PC (Cadmium),"Se Beber, Não Case! Parte III",3,8,,,,0 days 00:00:05
3021,0 days 00:14:21,2025-08-21 00:15:59+00:00,Anas,BR (Brazil),00:15:39,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 2: No Good Deed (episódio 2),3,8,,,,0 days 00:14:21
3022,0 days 00:41:30,2025-08-20 23:28:34+00:00,Anas,BR (Brazil),00:41:32,00:41:32,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Parenthood - Minha família: Temporada 2: I Hear You, I See You (episódio 1)",2,8,,,0 days 00:41:30,
3023,0 days 00:05:10,2025-08-20 23:16:13+00:00,Léo,BR (Brazil),00:05:10,Not latest view,,,Firefox PC (Cadmium),"Se Beber, Não Case! Parte III",2,8,,,0 days 00:05:10,
3035,0 days 00:42:07,2025-08-20 22:37:23+00:00,Anas,BR (Brazil),00:43:17,00:43:17,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Lost and Found (episódio 13),2,8,,,0 days 00:42:07,
3044,0 days 00:20:50,2025-08-20 22:07:48+00:00,Anas,BR (Brazil),00:42:58,00:42:58,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Team Braverman (episódio 12),2,8,,,0 days 00:20:50,
3045,0 days 00:00:03,2025-08-20 22:06:24+00:00,Anas,BR (Brazil),00:00:03,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Um Espião Infiltrado: Temporada 1: De Russian Hill, com amor (episódio 7)",2,8,,,0 days 00:00:03,
3046,0 days 00:00:04,2025-08-20 22:06:11+00:00,Anas,BR (Brazil),00:00:04,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Um Espião Infiltrado: Temporada 1: De Russian Hill, com amor (episódio 7)",2,8,,,0 days 00:00:04,
3047,0 days 00:03:20,2025-08-20 20:37:19+00:00,Anas,BR (Brazil),00:04:22,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Um Espião Infiltrado: Temporada 1: De Russian Hill, com amor (episódio 7)",2,8,,,0 days 00:03:20,
3051,0 days 00:32:01,2025-08-20 17:20:33+00:00,Anas,BR (Brazil),00:32:01,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Um minuto (episódio 7),2,8,,0 days 00:32:01,,
3052,0 days 00:47:34,2025-08-20 16:32:50+00:00,Anas,BR (Brazil),00:46:32,00:46:32,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Ao pôr do sol (episódio 6),2,8,,0 days 00:47:34,,
3053,0 days 00:30:15,2025-08-20 16:02:34+00:00,Anas,BR (Brazil),00:46:41,00:46:41,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Mas (episódio 5),2,8,,0 days 00:30:15,,
3054,0 days 00:00:59,2025-08-20 15:46:46+00:00,Anas,BR (Brazil),00:01:03,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,"Um Espião Infiltrado: Temporada 1: De Russian Hill, com amor (episódio 7)",2,8,,0 days 00:00:59,,
3055,0 days 00:04:20,2025-08-20 15:42:23+00:00,Anas,BR (Brazil),00:26:24,00:26:24,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: Nosso homem em Sacramento (episódio 6),2,8,,0 days 00:04:20,,
3056,0 days 00:16:28,2025-08-20 15:25:39+00:00,Anas,BR (Brazil),00:16:28,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Mas (episódio 5),2,8,,0 days 00:16:28,,
3057,0 days 00:46:41,2025-08-20 14:38:55+00:00,Anas,BR (Brazil),00:46:41,00:46:41,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Sinal verde (episódio 4),2,8,,0 days 00:46:41,,
3058,0 days 00:46:40,2025-08-20 13:42:29+00:00,Anas,BR (Brazil),00:46:40,00:46:40,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Eu transei com Ted (episódio 3),2,8,,0 days 00:46:40,,
3059,0 days 00:47:23,2025-08-20 12:45:01+00:00,Anas,BR (Brazil),00:46:33,00:46:33,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Cavalo sem nome (episódio 2),2,8,,0 days 00:47:23,,
3060,0 days 00:46:41,2025-08-20 11:58:18+00:00,Anas,BR (Brazil),00:46:41,00:46:41,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 3: Chega! (episódio 1),2,8,0 days 00:46:41,,,
3061,0 days 00:46:57,2025-08-20 11:11:19+00:00,Anas,BR (Brazil),00:46:57,00:46:57,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: ABQ (episódio 13),2,8,0 days 00:46:57,,,
3062,0 days 00:27:56,2025-08-20 10:43:19+00:00,Anas,BR (Brazil),00:46:47,00:46:47,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Phoenix (episódio 12),2,8,0 days 00:27:56,,,
3063,0 days 00:22:05,2025-08-20 00:07:25+00:00,Anas,BR (Brazil),00:22:05,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: Nosso homem em Sacramento (episódio 6),2,8,,,,0 days 00:22:05
3064,0 days 00:00:37,2025-08-20 00:06:26+00:00,Anas,BR (Brazil),00:00:37,00:00:37,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Juntos e Misturados,2,8,,,,0 days 00:00:37
3067,0 days 00:18:51,2025-08-19 23:22:42+00:00,Anas,BR (Brazil),00:18:52,Not latest view,,Autoplayed: user action: None; ,Chrome PC (Cadmium),Breaking Bad: Temporada 2: Phoenix (episódio 12),1,8,,,0 days 00:18:51,
3075,0 days 00:00:22,2025-08-19 23:16:24+00:00,Jose,BR (Brazil),00:00:32,00:00:32,,Autoplayed: user action: User_Interaction; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 2: Mais desgosto (episódio 1),1,8,,,0 days 00:00:22,
3076,0 days 00:21:42,2025-08-19 23:00:59+00:00,Anas,BR (Brazil),00:46:42,00:46:42,,,Chrome PC (Cadmium),Breaking Bad: Temporada 2: Mandala (episódio 11),1,8,,,0 days 00:21:42,
3077,0 days 00:26:29,2025-08-19 22:49:53+00:00,Jose,BR (Brazil),00:48:14,00:48:14,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Confrontando desgostos (episódio 8),1,8,,,0 days 00:26:29,
3081,0 days 00:03:12,2025-08-19 20:07:13+00:00,Léo,BR (Brazil),01:38:00,01:38:00,,,Firefox PC (Cadmium),"Se Beber, não Case",1,8,,,0 days 00:03:12,
3082,0 days 00:02:44,2025-08-19 19:25:30+00:00,Léo,BR (Brazil),01:35:09,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,"Se Beber, não Case",1,8,,,0 days 00:02:44,
3083,0 days 01:37:35,2025-08-19 17:23:32+00:00,Léo,BR (Brazil),01:32:53,Not latest view,,,Firefox PC (Cadmium),"Se Beber, não Case",1,8,,0 days 01:37:35,,
3084,0 days 00:00:07,2025-08-19 01:53:19+00:00,Anas,BR (Brazil),00:00:11,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: Nosso homem em Sacramento (episódio 6),1,8,,,,0 days 00:00:07
3085,0 days 00:29:10,2025-08-19 01:13:54+00:00,Anas,BR (Brazil),00:25:44,00:25:44,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: Presente real e imediato (episódio 5),1,8,,,,0 days 00:29:10
3086,0 days 00:22:43,2025-08-18 23:10:32+00:00,Jose,BR (Brazil),00:21:53,Not latest view,,Autoplayed: user action: User_Interaction; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Confrontando desgostos (episódio 8),0,8,,,0 days 00:22:43,
3087,0 days 00:21:40,2025-08-18 22:38:34+00:00,Anas,BR (Brazil),00:22:10,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Team Braverman (episódio 12),0,8,,,0 days 00:21:40,
3088,0 days 00:42:39,2025-08-18 22:27:44+00:00,Jose,BR (Brazil),00:42:42,00:42:42,,Autoplayed: user action: User_Interaction; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Se não me conhece ainda… (episódio 7),0,8,,,0 days 00:42:39,
3089,0 days 00:11:33,2025-08-18 22:26:58+00:00,Anas,BR (Brazil),00:42:11,00:42:11,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Solace (episódio 11),0,8,,,0 days 00:11:33,
3090,0 days 00:47:52,2025-08-18 21:26:51+00:00,Jose,BR (Brazil),00:45:17,00:45:17,,Autoplayed: user action: User_Interaction; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,"Wandinha: Temporada 1: Toma lá, não dá cá (episódio 6)",0,8,,,0 days 00:47:52,
3091,0 days 00:26:26,2025-08-18 21:18:11+00:00,Anas,BR (Brazil),00:30:41,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Solace (episódio 11),0,8,,,0 days 00:26:26,
3092,0 days 00:05:11,2025-08-18 21:08:23+00:00,Anas,BR (Brazil),00:04:18,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Solace (episódio 11),0,8,,,0 days 00:05:11,
3093,0 days 00:33:22,2025-08-18 20:53:16+00:00,Jose,BR (Brazil),00:47:02,00:47:02,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,"Wandinha: Temporada 1: Quem planta desgosto, colhe… (episódio 5)",0,8,,,0 days 00:33:22,
3095,0 days 00:11:43,2025-08-18 20:37:35+00:00,Anas,BR (Brazil),00:42:44,00:42:44,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Namaste No More (episódio 10),0,8,,,0 days 00:11:43,
3097,0 days 00:13:03,2025-08-18 20:19:17+00:00,Jose,BR (Brazil),00:13:03,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,"Wandinha: Temporada 1: Quem planta desgosto, colhe… (episódio 5)",0,8,,,0 days 00:13:03,
3099,0 days 00:24:59,2025-08-18 19:40:03+00:00,Anas,BR (Brazil),00:25:00,Not latest view,,,Chrome PC (Cadmium),Breaking Bad: Temporada 2: Mandala (episódio 11),0,8,,,0 days 00:24:59,
3100,0 days 00:46:43,2025-08-18 18:53:19+00:00,Anas,BR (Brazil),00:46:44,00:46:44,,,Chrome PC (Cadmium),Breaking Bad: Temporada 2: Over (episódio 10),0,8,,,0 days 00:46:43,
3101,0 days 00:46:41,2025-08-18 18:06:37+00:00,Anas,BR (Brazil),00:46:42,00:46:42,,,Chrome PC (Cadmium),Breaking Bad: Temporada 2: 4 Days Out (episódio 9),0,8,,,0 days 00:46:41,
3102,0 days 00:30:14,2025-08-18 18:02:13+00:00,Anas,BR (Brazil),00:31:03,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Namaste No More (episódio 10),0,8,,,0 days 00:30:14,
3103,0 days 00:07:27,2025-08-18 17:54:44+00:00,Anas,BR (Brazil),00:42:40,00:42:40,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Parenthood - Minha família: Temporada 1: Perchance to Dream (episódio 9),0,8,,0 days 00:07:27,,
3104,0 days 00:43:41,2025-08-18 17:22:55+00:00,Anas,BR (Brazil),00:46:43,00:46:43,,,Chrome PC (Cadmium),Breaking Bad: Temporada 2: Better Call Saul (episódio 8),0,8,,0 days 00:43:41,,
3106,0 days 00:03:02,2025-08-18 15:57:01+00:00,Anas,BR (Brazil),00:03:02,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Better Call Saul (episódio 8),0,8,,0 days 00:03:02,,
3107,0 days 00:46:36,2025-08-18 15:10:22+00:00,Anas,BR (Brazil),00:46:41,00:46:41,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Negro y Azul (episódio 7),0,8,,0 days 00:46:36,,
3108,0 days 00:46:45,2025-08-18 14:23:33+00:00,Anas,BR (Brazil),00:46:45,00:46:45,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Peekaboo (episódio 6),0,8,,0 days 00:46:45,,
3109,0 days 00:30:48,2025-08-18 13:52:43+00:00,Anas,BR (Brazil),00:46:43,00:46:43,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Breakage (episódio 5),0,8,,0 days 00:30:48,,
3110,0 days 00:00:03,2025-08-18 02:15:41+00:00,Anas,BR (Brazil),00:00:07,Not latest view,,Autoplayed: user action: None; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: Presente real e imediato (episódio 5),0,8,,,,0 days 00:00:03
3111,0 days 00:26:53,2025-08-18 01:33:58+00:00,Anas,BR (Brazil),00:26:56,00:26:56,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: O estranho caso do cachorro-carcaça (episódio 4),0,8,,,,0 days 00:26:53
3112,0 days 00:25:00,2025-08-18 01:08:08+00:00,Anas,BR (Brazil),00:25:04,00:25:04,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: Emily bate à sua porta (episódio 3),0,8,,,,0 days 00:25:00
3113,0 days 00:05:31,2025-08-18 01:02:33+00:00,Anas,BR (Brazil),00:25:38,00:25:38,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: O homem que sabia demais sobre pontes (episódio 2),0,8,,,,0 days 00:05:31
3115,0 days 00:00:04,2025-08-17 23:34:12+00:00,Jose,BR (Brazil),00:00:07,Not latest view,,Autoplayed: user action: None; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,"Wandinha: Temporada 1: Quem planta desgosto, colhe… (episódio 5)",6,8,,,0 days 00:00:04,
3116,0 days 00:45:35,2025-08-17 22:43:35+00:00,Jose,BR (Brazil),00:44:41,00:44:41,,Autoplayed: user action: User_Interaction; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Noite de desgosto (episódio 4),6,8,,,0 days 00:45:35,
3117,0 days 00:43:47,2025-08-17 21:57:12+00:00,Jose,BR (Brazil),00:43:19,00:43:19,,Autoplayed: user action: User_Interaction; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Amiga ou desgosto (episódio 3),6,8,,,0 days 00:43:47,
3118,0 days 00:43:36,2025-08-17 21:13:24+00:00,Jose,BR (Brazil),00:43:55,00:43:55,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Desgosto solitário (episódio 2),6,8,,,0 days 00:43:36,
3120,0 days 00:00:23,2025-08-17 20:25:42+00:00,Jose,BR (Brazil),00:00:27,Not latest view,,Autoplayed: user action: None; ,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Desgosto solitário (episódio 2),6,8,,,0 days 00:00:23,
3121,0 days 00:55:46,2025-08-17 19:29:11+00:00,Jose,BR (Brazil),00:55:20,00:55:20,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Wandinha: Temporada 1: Wandinha é só desgosto (episódio 1),6,8,,,0 days 00:55:46,
3144,0 days 00:08:49,2025-08-16 23:52:25+00:00,Jose,BR (Brazil),00:14:34,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Passei por Aqui,5,8,,,0 days 00:08:49,
3145,0 days 00:05:51,2025-08-16 23:45:59+00:00,Jose,BR (Brazil),00:05:51,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Passei por Aqui,5,8,,,0 days 00:05:51,
3149,0 days 00:00:03,2025-08-16 23:44:37+00:00,Jose,BR (Brazil),00:00:03,00:00:03,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Rebel Moon - Parte 1: A Menina do Fogo,5,8,,,0 days 00:00:03,
3150,0 days 00:24:00,2025-08-16 23:20:22+00:00,Jose,BR (Brazil),01:08:10,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Rebel Moon - Parte 1: A Menina do Fogo,5,8,,,0 days 00:24:00,
3151,0 days 00:47:07,2025-08-16 22:30:23+00:00,Jose,BR (Brazil),00:44:18,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,Rebel Moon - Parte 1: A Menina do Fogo,5,8,,,0 days 00:47:07,
3165,0 days 01:51:52,2025-08-16 20:30:55+00:00,Jose,BR (Brazil),02:10:06,02:10:06,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,O Pálido Olho Azul,5,8,,,0 days 01:51:52,
3168,0 days 00:16:03,2025-08-16 17:41:34+00:00,Anas,BR (Brazil),00:16:03,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Breakage (episódio 5),5,8,,0 days 00:16:03,,
3169,0 days 00:42:57,2025-08-16 16:58:08+00:00,Anas,BR (Brazil),00:46:41,00:46:41,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Down (episódio 4),5,8,,0 days 00:42:57,,
3170,0 days 00:04:25,2025-08-16 15:13:32+00:00,Anas,BR (Brazil),00:04:25,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Down (episódio 4),5,8,,0 days 00:04:25,,
3171,0 days 00:46:16,2025-08-16 14:18:19+00:00,Anas,BR (Brazil),00:46:16,00:46:16,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Bit by a Dead Bee (episódio 3),5,8,,0 days 00:46:16,,
3172,0 days 00:01:19,2025-08-16 14:16:46+00:00,Anas,BR (Brazil),00:47:10,00:47:10,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Grilled (episódio 2),5,8,,0 days 00:01:19,,
3173,0 days 00:13:10,2025-08-16 10:55:33+00:00,Jose,BR (Brazil),00:11:12,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,O Pálido Olho Azul,5,8,0 days 00:13:10,,,
3174,0 days 00:18:29,2025-08-16 10:35:40+00:00,Jose,BR (Brazil),02:13:19,02:13:19,,,Samsung 2017 Kant-M UHD TV Smart TV,O Mundo Depois de Nós,5,8,0 days 00:18:29,,,
3175,0 days 00:00:09,2025-08-16 10:35:06+00:00,Jose,BR (Brazil),00:00:09,00:00:09,,,Samsung 2017 Kant-M UHD TV Smart TV,The OA: Parte 1: Capítulo 1: O retorno (episódio 1),5,8,0 days 00:00:09,,,
3176,0 days 01:24:26,2025-08-15 22:47:25+00:00,Jose,BR (Brazil),01:55:39,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,O Mundo Depois de Nós,4,8,,,0 days 01:24:26,
3177,0 days 00:31:07,2025-08-15 22:00:49+00:00,Jose,BR (Brazil),00:31:22,Not latest view,,,Amazon Fire TV Stick 2020 Lite Streaming Stick,O Mundo Depois de Nós,4,8,,,0 days 00:31:07,
3194,0 days 00:45:48,2025-08-15 17:40:03+00:00,Anas,BR (Brazil),00:45:52,Not latest view,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Grilled (episódio 2),4,8,,0 days 00:45:48,,
3195,0 days 00:46:56,2025-08-15 16:53:00+00:00,Anas,BR (Brazil),00:46:33,00:46:33,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 2: Seven Thirty-Seven (episódio 1),4,8,,0 days 00:46:56,,
3196,0 days 00:23:41,2025-08-15 16:29:18+00:00,Anas,BR (Brazil),00:47:01,00:47:01,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 1: A No-Rough-Stuff-Type Deal (episódio 7),4,8,,0 days 00:23:41,,
3197,0 days 00:20:03,2025-08-15 15:44:37+00:00,Anas,BR (Brazil),00:20:07,Not latest view,,,Samsung 2017 Kant-M UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: O homem que sabia demais sobre pontes (episódio 2),4,8,,0 days 00:20:03,,
3198,0 days 00:27:28,2025-08-15 15:04:05+00:00,Anas,BR (Brazil),00:24:31,00:24:31,,,Samsung 2017 Kant-M UHD TV Smart TV,Um Espião Infiltrado: Temporada 1: O espião que já viveu demais (episódio 1),4,8,,0 days 00:27:28,,
3199,0 days 00:22:45,2025-08-15 14:22:07+00:00,Anas,BR (Brazil),00:23:29,Not latest view,,Autoplayed: user action: User_Interaction; ,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 1: A No-Rough-Stuff-Type Deal (episódio 7),4,8,,0 days 00:22:45,,
3200,0 days 00:47:25,2025-08-15 13:34:39+00:00,Anas,BR (Brazil),00:47:29,00:47:29,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 1: Crazy Handful of Nothin' (episódio 6),4,8,,0 days 00:47:25,,
3201,0 days 00:33:30,2025-08-15 13:01:07+00:00,Anas,BR (Brazil),00:47:29,00:47:29,,,LG DTV 2020 RTK K6Lp UHD TV Smart TV,Breaking Bad: Temporada 1: Gray Matter (episódio 5),4,8,,0 days 00:33:30,,
