CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between
solar opposites,Léo,0 days 00:06:11,0 days 00:00:00,0 days 00:00:00,0 days 00:03:58,0 days 00:02:13,2,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,solar opposites,Solar Opposites,"[35, 16, 10765]",https://image.tmdb.org/t/p/w500/nuBD4dlO7gfg4RhW0sS0pTeiYRc.jpg,tv,34.8145,6,7.8,587,,6,['US'],"['alien', 'adult humor', 'adult animation', 'eccentric family', 'queer', 'clinical']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:03:05.500000,
o domo de vidro,Jose,0 days 00:05:50,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:05:50,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,o domo de vidro,O Domo de Vidro,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/yBr4e9H0rdeAzbZTqlJolseKGjP.jpg,tv,4.4345,1,7.007,144,,1,['SE'],"['small town', 'hostage', 'disappearance', 'intense']",-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:05:50,
o ritmo da vingança,Jose,0 days 00:05:30,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:05:30,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,o ritmo da vingança,O Ritmo da Vingança,"[28, 53]",https://image.tmdb.org/t/p/w500/jZXUktfFwCT6zrz830SmupHClsV.jpg,movie,2.053,6,5.5,651,109,,"['ES', 'GB', 'US']","['based on novel or book', 'spy', 'revenge', 'terrorism']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:05:30,
hellboy,Jose,0 days 00:05:14,0 days 00:00:00,0 days 00:00:00,0 days 00:05:14,0 days 00:00:00,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,hellboy,Hellboy,"[14, 28]",https://image.tmdb.org/t/p/w500/ipGI3DJp9ExZtNtxqWf3wXVtf6Q.jpg,movie,6.5858,22,6.676,7330,122,,['US'],"['nazi', 'sacrifice', 'superhero', 'paranormal phenomena', 'black magic', 'adoptive father', 'based on comic', 'steampunk', 'narration from grave', 'apocalypse', 'demon', 'supernatural creature', 'monolith', 'occult', 'super strength', 'father figure', 'reanimated corpse', 'duringcreditsstinger', 'other dimension', 'lovecraftian', 'psychic powers', 'pyrokinesis', 'dramatic', 'excited', 'occult detective']",18,2,0,1,0,0,0,1,0,5.6,0 days 00:05:14,
natal sob a aurora boreal,Anas,0 days 00:04:57,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:04:57,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,natal sob a aurora boreal,Natal Sob a Aurora Boreal,"[10770, 10749, 35]",https://image.tmdb.org/t/p/w500/5kpcU0RtWMSVX76AtxsxVITaOQD.jpg,movie,0.8904,2,6.154,26,89,,"['CA', 'US']",[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:04:57,
1883,Jose,0 days 00:04:47,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:04:47,2,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1883,1883,"[18, 37]",https://image.tmdb.org/t/p/w500/waLbm384SQDwLTCn6ttPqQS5kfV.jpg,tv,22.0737,5,8.264,883,,1,['US'],"['texas', 'frontier', 'miniseries', 'family drama', 'historical', 'convoy', 'wild west', 'indian attack', 'civil war veteran', 'wagon', 'journey', 'pinkertons', '19th century', 'oregon trail', 'riveting', 'dramatic', 'violence']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:02:23.500000,
homeland,Jose,0 days 00:04:45,0 days 00:04:45,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,2,,,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,homeland,Homeland - Segurança Nacional,"[18, 10768, 80]",https://image.tmdb.org/t/p/w500/1hFGIgADHv24zyuDpByQNqspED5.jpg,tv,95.9725,15,7.587,2515,,8,['US'],"['central intelligence agency (cia)', 'war on terror', 'espionage', 'conspiracy', 'marine', 'psychological thriller', 'terrorism', 'national security', 'political thriller', 'political', 'psychological', 'conspiracy thriller', 'political conspiracy', 'absurd', 'hum', 'melodramatic']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:02:22.500000,
brick,Jose,0 days 00:04:24,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:04:24,3,,,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,brick,Brick,"[53, 878]",https://image.tmdb.org/t/p/w500/73VFU1frjqS2XmSD8FCvADADf7M.jpg,movie,3.8182,1,5.777,689,99,,['DE'],"['conspiracy theory', 'trapped', 'estranged couple', 'brick wall', 'secret military program', 'huis clos', 'cliché']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:01:28,
jujutsu kaisen,Jose,0 days 00:04:10,0 days 00:04:10,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jujutsu kaisen,Jujutsu Kaisen,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/8R1mMSC1gX1cg5ed7ns49JOEqw3.jpg,tv,197.5625,6,8.557,4251,[24],1,['JP'],"['martial arts', 'exorcism', 'secret organization', 'sorcery', 'supernatural', 'possession', 'paranormal', 'curse', 'tragedy', 'sorcerer', 'school', 'bromance', 'based on manga', 'spirit', 'demon', 'demonic possession', 'macabre', 'dark fantasy', 'school life', 'youkai', 'shounen', 'frantic', 'anime', 'japanese high school', 'occultism', 'supernatural ability', 'urban fantasy', 'cursed object', 'sentimental', 'defiant']",-1,3,0,0,0,0,0,1,1,5.6,0 days 00:04:10,
kurukshetra,Jose,0 days 00:04:09,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:04:09,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,kurukshetra,Kurukshetra,"[28, 80, 18]",https://image.tmdb.org/t/p/w500/1Htj8whWO1haeqerbgWr7VVYxq7.jpg,movie,0.7181,26,6.4,9,129,,['IN'],[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:04:09,
terra de pecados,Jose,0 days 00:03:53,0 days 00:00:00,0 days 00:00:00,0 days 00:03:50,0 days 00:00:03,3,,,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,terra de pecados,Terra de Pecados,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/awhE322eVF4EAsTq8bNzTscRXB9.jpg,tv,8.274,0,5.406,64,,1,['SE'],"['miniseries', 'thriller']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:01:17.666666666,
seis punhos,Jose,0 days 00:03:51,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:03:51,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,seis punhos,Seis Punhos,"[10759, 16, 10765]",https://image.tmdb.org/t/p/w500/gLIC5AigbrUYP2vHoBhmm687nnF.jpg,tv,4.4359,7,6.6,57,[27],1,['US'],"['mexico', 'martial arts', '1970s', 'fighting', 'adult animation', 'anime', 'drug war']",-1,5,0,0,0,0,0,0,1,5.6,0 days 00:03:51,
black clover,Jose,0 days 00:03:39,0 days 00:03:39,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,black clover,Black Clover,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/p3rUhlE81nWxPqpPR8F2u7a01Tl.jpg,tv,22.9283,9,8.5,2045,[24],1,['JP'],"['magic', 'based on manga', 'super villain', 'wizard', 'shounen', 'anime', 'fantasy']",-1,5,0,0,0,0,0,1,1,5.6,0 days 00:03:39,
os segredos de manscheid,Jose,0 days 00:03:07,0 days 00:03:07,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,os segredos de manscheid,Os Segredos de Manscheid,[80],https://image.tmdb.org/t/p/w500/kb3wgQK3E0j0BDLq0g8uj7OaY2y.jpg,tv,6.3168,7,6.721,102,[28],2,['LU'],[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:03:07,
fate/apocrypha,Jose,0 days 00:03:00,0 days 00:03:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,fate/apocrypha,Fate/Apocrypha,"[16, 10759, 18, 10765]",https://image.tmdb.org/t/p/w500/pCZbePoLGSPj6mKvqQqOCEGFpVc.jpg,tv,12.6692,9,7.361,166,[24],1,['JP'],"['based on novel or book', 'magic', 'historical figure', 'anime', 'based on light novel']",-1,-1,0,0,0,0,0,0,1,5.6,0 days 00:01:30,
tudo bem no natal que vem,Anas,0 days 00:02:50,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:02:50,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,tudo bem no natal que vem,Tudo Bem no Natal Que Vem,"[35, 18, 14, 10751]",https://image.tmdb.org/t/p/w500/7gCwW0My3JCjhXeqHnBrfZK3bbk.jpg,movie,0.5159,6,7.323,437,100,,['BR'],"['rio de janeiro', 'christmas', 'time jump']",-1,-1,1,0,0,0,0,0,0,5.6,0 days 00:02:50,
borboletas negras,Jose,0 days 00:02:40,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:02:40,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,borboletas negras,Borboletas Negras,"[80, 18]",https://image.tmdb.org/t/p/w500/5oFXra5i4raGvokfSX7nlpoZlvq.jpg,tv,2.8988,4,6.81,84,[50],1,['FR'],"['serial killer', 'criminal investigation', 'fictional biography']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:02:40,
the killer,Jose,0 days 00:02:37,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:02:37,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,the killer,O Assassino,"[80, 53]",https://image.tmdb.org/t/p/w500/mkEQgdQcvmxSYvY4bMhabxLjjXY.jpg,movie,5.3613,3,6.587,2733,118,,['US'],"['sniper', 'new york city', 'assassin', 'airport', 'paris, france', 'hitman', 'new orleans, louisiana', 'dark comedy', 'client', 'product placement', 'sociopath', 'revenge', 'murder', 'fate', 'lawyer', 'brutality', 'based on graphic novel', 'character study', 'perfectionist', 'hired killer', 'empathy', 'dominican republic', 'assassination attempt', 'cold blooded killer', 'detached', 'tampa, florida', 'satirical', 'manhunt', 'international manhunt', 'precision', 'gig economy', 'dark', 'clinical', 'psychological', 'secret', 'violence', 'suspenseful', 'intense', 'audacious', 'wry']",-1,5,0,0,0,0,0,1,0,2.0,0 days 00:02:37,
o troll da montanha 2,Jose,0 days 00:02:25,0 days 00:00:00,0 days 00:00:00,0 days 00:02:25,0 days 00:00:00,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,o troll da montanha 2,O Troll da Montanha 2,"[28, 14, 53]",https://image.tmdb.org/t/p/w500/4WOmwPpQ2NeACRm2FMDnVhevb7G.jpg,movie,39.2683,1,6.5,438,102,,['NO'],"['mythical creature', 'sequel', 'troll', 'kaiju', 'oslo, norway', 'monster movie', 'norwegian folklore', 'action thriller', 'indifferent']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:02:25,
você estava lá,Jose,0 days 00:02:17,0 days 00:00:00,0 days 00:00:00,0 days 00:02:17,0 days 00:00:00,2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,você estava lá,Você Estava Lá,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/utrGFclbnCqELR7GS34B4NMQkzo.jpg,tv,6.5322,1,7.949,79,[62],1,['KR'],"['based on novel or book', 'miniseries', 'thriller', 'complicated']",-1,5,0,0,1,0,0,0,0,5.6,0 days 00:01:08.500000,
perdidos no espaço,Jose,0 days 00:02:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:02:05,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,perdidos no espaço,Perdidos no Espaço,"[10765, 35]",https://image.tmdb.org/t/p/w500/bKRbGH0vs4Bjvyrqb8XXQwl4Nfo.jpg,tv,22.2814,61,7.106,123,[60],3,['US'],"['spacecraft', 'future', 'space', 'alien planet', 'anxious']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:02:05,
marcella,Jose,0 days 00:01:20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:01:20,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,marcella,Marcella,"[80, 18]",https://image.tmdb.org/t/p/w500/k0FUUaaHYEcNrcEnIbPcmO6LIIA.jpg,tv,11.0374,10,6.892,272,[45],3,['GB'],"['london, england', 'detective', 'police', 'murder', 'female protagonist', 'murder investigation']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:01:20,
guerreiras do k-pop,Anas,0 days 00:01:19,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:01:19,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,guerreiras do k-pop,Guerreiras do K-Pop,"[14, 10402, 35, 16]",https://image.tmdb.org/t/p/w500/gbdMa7woiuF7IiEB5Spwv5od4oo.jpg,movie,59.1391,1,8.041,2538,95,,['US'],"['double life', 'loyalty', 'supernatural', 'affectation', 'musical', 'female friendship', 'female protagonist', 'demon', 'self-doubt', 'sing-along', 'girl power', 'duringcreditsstinger', 'demon hunter', 'girl group', 'boy band', 'fandom', 'k-pop', 'action comedy', 'found family', 'south korea', 'korean', '3d animation', 'lighthearted', 'grand', 'half demon', 'save the world', 'self-redemption', 'powerful', 'k-pop group', 'trio']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:01:19,
the last kingdom,Jose,0 days 00:01:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:01:05,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the last kingdom,The Last Kingdom,"[10759, 18, 10768]",https://image.tmdb.org/t/p/w500/fMNJjzZUdc8pBVIQ85olSNaBKix.jpg,tv,37.7489,11,8.2,1920,[60],5,['GB'],"['based on novel or book', 'vikings (norsemen)', 'royalty', 'historical fiction', 'king', 'historical', 'historical drama', 'costume drama', 'saxons', 'northumbria', '9th century', 'dark', 'gritty', 'period piece', 'sword and sandal', 'action', 'adventure', 'violent', 'middle ages']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:01:05,
reforma com romance,Anas,0 days 00:00:50,0 days 00:00:50,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,reforma com romance,Reforma com Romance,"[10770, 10749, 35]",https://image.tmdb.org/t/p/w500/4CXanYuyBfN1qNmJv86n726c5ia.jpg,movie,0.7624,2,6.773,11,88,,['CA'],[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:00:50,
desejo de matar,Jose,0 days 00:00:43,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:43,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,desejo de matar,Desejo de Matar,"[28, 80, 53, 18]",https://image.tmdb.org/t/p/w500/yo2FRPhsifn044quPVyMtYlnoyZ.jpg,movie,4.7941,8,6.225,2759,108,,['US'],"['robbery', 'based on novel or book', 'police', 'gun', 'kidnapping', 'detective', 'remake', 'vigilante', 'shootout', 'dark hero', 'criminal', 'aggressive', 'death of wife', 'father daughter relationship', 'vigilante justice', 'provocative']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:43,
sobrenatural,Anas,0 days 00:00:39,0 days 00:00:00,0 days 00:00:00,0 days 00:00:39,0 days 00:00:00,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sobrenatural,Sobrenatural,"[27, 53, 14]",https://image.tmdb.org/t/p/w500/j4SDJkr8goXV2mlEmvjtYBYhg2n.jpg,movie,0.4877,30,5.6,13,100,,['MX'],[],-1,-1,0,0,0,0,0,0,0,5.6,0 days 00:00:39,
juntos e misturados,Anas,0 days 00:00:37,0 days 00:00:37,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,juntos e misturados,Juntos e Misturados,"[35, 10749]",https://image.tmdb.org/t/p/w500/tD0UJtt237FAST3rD1htrGLBKAH.jpg,movie,5.8468,12,6.892,3753,117,,['US'],"['single parent', 'baseball', 'extreme sports', 'safari', 'south africa', 'blind date', 'romcom', 'wildlife', 'wild animal', 'teenage crush', 'family vacation', 'single mother', 'divorcee', 'divorced woman', 'widower', 'single father', 'tomboy', 'death of mother', 'spring break', 'mother figure', 'father figure', 'mother son relationship', 'father daughter relationship', 'african music', 'playful', 'absent father', 'hilarious', 'enthusiastic']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:00:37,
dr.stone,Jose,0 days 00:00:36,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:36,2,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,dr.stone,Dr. Stone,"[16, 10759, 35, 10765]",https://image.tmdb.org/t/p/w500/dLlnzbDCblBXcJqFLXyvN43NIwp.jpg,tv,9.0065,7,8.536,1627,[24],4,['JP'],"['post-apocalyptic future', 'friends', 'survival', 'disaster', 'based on manga', 'scientist', 'educational', 'environmentalism', 'lost civilization', 'shounen', 'anime', 'crafting', 'man vs nature', 'war']",-1,3,0,0,0,0,0,1,1,5.6,0 days 00:00:18,
dark,Jose,0 days 00:00:27,0 days 00:00:00,0 days 00:00:00,0 days 00:00:27,0 days 00:00:00,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dark,Dark,"[80, 18, 10765, 9648]",https://image.tmdb.org/t/p/w500/7yQyDCqSazrYTnmxdQLAZ8YDH87.jpg,tv,39.0499,9,8.4,7429,,3,['DE'],"['hotel', 'detective', 'small town', 'cave', 'nuclear power plant', 'time travel', 'investigation', 'time machine', 'cop', 'woods', 'surrealism', 'priest', 'time loop', 'disappearance', 'incest', 'missing child', 'alternate timeline', 'watchmaker', 'mysterious past', 'family crisis', 'science fiction', 'suspense', 'thriller', 'chilling']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:27,
reunião de família,Anas,0 days 00:00:22,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:22,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,reunião de família,Reunião de Família,[35],https://image.tmdb.org/t/p/w500/4FSp6X34Qnol84MtcTia1ibAQrI.jpg,tv,13.966,7,8.0,106,[30],3,['US'],"['seattle, washington', 'georgia', 'family', 'family reunion', 'sitcom', 'extended family', 'free spirited', 'christopher columbus']",-1,1,0,0,0,0,0,0,0,5.6,0 days 00:00:22,
náufrago,Léo,0 days 00:00:20,0 days 00:00:20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,náufrago,Náufrago,"[12, 18]",https://image.tmdb.org/t/p/w500/eaJRnsUIxOeMgpY81iIgGr372vp.jpg,movie,8.8078,26,7.66,12123,143,,['US'],"['exotic island', 'suicide attempt', 'volleyball', 'survival', 'remarriage', 'loneliness', 'castaway', 'airplane crash', 'presumed dead', 'deserted island', 'tropical island', 'south pacific', 'intense', 'bold', 'melodramatic', 'enoch arden']",-1,2,0,0,0,0,0,0,0,5.6,0 days 00:00:20,
the ballad of buster scruggs,Jose,0 days 00:00:15,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:15,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the ballad of buster scruggs,A Balada de Buster Scruggs,"[37, 35, 18]",https://image.tmdb.org/t/p/w500/nb4crpD43qLIlNj3k5mqC0izPCk.jpg,movie,9.4545,8,7.134,4367,133,,['US'],"['prostitute', 'native american', 'parody', 'anthology', 'bank robbery', 'stagecoach', 'cowboy', 'wagon train', 'singing cowboy', 'american west', 'the old west']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:15,
lupin,Léo,0 days 00:00:15,0 days 00:00:15,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lupin,Lupin,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/sOUWRai0215iUSMackrZx3Y1j05.jpg,tv,17.9054,5,7.705,2529,,3,['FR'],"['paris, france', 'based on novel or book', 'investigation', 'police', 'thief', 'revenge', 'heist', 'criminal', 'disguise', 'dramedy', 'arsene lupin', 'thriller', 'exciting', 'action']",-1,5,0,0,0,0,0,0,0,8.0,0 days 00:00:15,
the old guard 2,Jose,0 days 00:00:15,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:15,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,the old guard 2,The Old Guard 2,"[28, 14]",https://image.tmdb.org/t/p/w500/kuM9Q0jxeJ1431rJPJ7Xen2gRX5.jpg,movie,8.0405,1,5.908,909,107,,['US'],"['immortality', 'based on comic', 'interracial romance', 'lgbt', 'found family', 'queer', 'gay theme', 'action adventure', 'body horror']",-1,5,0,1,0,0,0,1,0,5.6,0 days 00:00:07.500000,
o homem das castanhas,Jose,0 days 00:00:14,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:14,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,o homem das castanhas,O Homem das Castanhas,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/lt5HCXVH7LptUtA2IgKwk0uBD8v.jpg,tv,9.8371,5,7.495,641,[55],2,['DK'],"['detective', 'based on novel or book', 'investigation', 'forest', 'politician', 'murder', 'domestic abuse', 'serial killer', 'brutality', 'young woman', 'missing person', 'psychological', 'copenhagen', 'interpol agent']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:14,
ozark,Jose,0 days 00:00:13,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:13,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ozark,Ozark,"[80, 18]",https://image.tmdb.org/t/p/w500/epUO5w9nRmozR0iWCFwChT3ha6j.jpg,tv,38.5922,9,8.211,2677,,4,['US'],"['money laundering', 'investigation', 'missouri', 'drug cartel', 'biting', 'kingpin', 'ozarks', 'bearer bonds', 'financial advisor', 'bold']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:00:13,
duas covas,Jose,0 days 00:00:10,0 days 00:00:00,0 days 00:00:00,0 days 00:00:10,0 days 00:00:00,1,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,duas covas,Duas Covas,"[9648, 80, 18]",https://image.tmdb.org/t/p/w500/fNdUF2iL5CuCvhDifL1VFrvc8zJ.jpg,tv,2.2067,1,6.526,76,[52],1,['ES'],"['miniseries', 'missing person', 'revenge thriller', 'police procedural', 'thriller']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:10,
the oa,Jose,0 days 00:00:09,0 days 00:00:00,0 days 00:00:09,0 days 00:00:00,0 days 00:00:00,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,the oa,The OA,"[10765, 9648, 18]",https://image.tmdb.org/t/p/w500/rueY4slMeKtTGitm0raFUJvgaa5.jpg,tv,17.5995,10,7.501,1323,,2,['US'],"['alternate dimension', 'surrealism', 'disappearance', 'blind', 'dimensional travel', 'near-death experience', 'science fiction', 'intimate', 'thriller']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:09,
bodkin,Jose,0 days 00:00:07,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:07,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bodkin,Bodkin,"[18, 9648]",https://image.tmdb.org/t/p/w500/fvpYJkQaeon5kmxioIPHFmgA2v5.jpg,tv,8.398,2,6.318,129,,1,['US'],"['nun', 'dark comedy', 'ireland', 'true crime', 'podcaster', 'investigative journalist', 'mysterious disappearance', 'absurd', 'thriller']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:07,
vinland saga,Jose,0 days 00:00:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:05,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,vinland saga,VINLAND SAGA,"[16, 10768, 10759, 18]",https://image.tmdb.org/t/p/w500/ySPYLN1sHmgRdqdfLOE092JlNTp.jpg,tv,11.6772,7,8.515,905,[25],2,['JP'],"['swordplay', 'vandalism', 'mercenary', 'exploration', 'vikings (norsemen)', 'revenge', 'travel', 'gore', 'survival', 'disaster', 'pirate', 'based on manga', 'massacre', 'historical', 'medieval', 'norse mythology', 'seinen', 'anime', 'drastic change of life', 'time skip', 'adventure', 'powerful']",-1,5,0,0,0,0,0,1,1,5.6,0 days 00:00:05,
boots,Léo,0 days 00:00:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:05,0 days 00:00:00,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,boots,Boots,"[35, 18, 10768]",https://image.tmdb.org/t/p/w500/AeCeUdRgCkp61Pe1Dxk7EknXJJi.jpg,tv,11.178,1,7.822,169,,1,['US'],"['based on novel or book', 'homophobia', 'affectation', 'marine corps', 'bullying', 'boot camp', 'coming of age', 'lgbt', 'u.s. marine', 'military', 'domineering', 'candid', '1990s', 'closeted homosexual', 'homosexuality', 'intimate', 'direct', 'dramatic', 'sentimental', ""don't ask, don't tell"", 'admiring', 'adoring', 'appreciative', 'approving', 'awestruck', 'celebratory', 'cheerful', 'excited', 'exhilarated', 'exuberant', 'hopeful', 'straightforward']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:05,
casa de dinamite,Léo,0 days 00:00:04,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:04,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,casa de dinamite,Casa de Dinamite,[53],https://image.tmdb.org/t/p/w500/rXo2FotSlBMg1MynsV276QIskN9.jpg,movie,7.6412,1,6.392,1148,112,,['US'],"['the white house', 'affectation', 'biting', 'blunt', 'woman director', 'frantic', 'candid', 'political thriller', 'complex', 'political crisis', 'anxious', 'cautionary', 'direct', 'didactic', 'dramatic', 'critical', 'bitter', 'ambivalent', 'appreciative', 'audacious', 'baffled', 'bewildered', 'bold', 'brisk', 'commanding', 'compassionate', 'dignified', 'disheartening', 'distressing', 'empathetic', 'foreboding']",-1,5,0,0,0,0,0,0,0,5.6,0 days 00:00:04,
