CleanTitle,Profile Name,WatchedTime,watched_time_dawn,watched_time_morning,watched_time_afternoon,watched_time_night,count_per_title,last_watched_date,first_watched_date,seg_views,ter_views,qua_views,qui_views,sex_views,sab_views,dom_views,jan_views,fev_views,mar_views,abr_views,mai_views,jun_views,jul_views,ago_views,set_views,out_views,nov_views,dez_views,netflix_title,title,genre_ids,poster_path,media_type,popularity,age_of_title,vote_average,vote_count,run_time,num_seasons,origin_country,keywords,director,content_rating,is_natalino,is_super_heroi,is_dorama,is_kids,is_dystopian,is_based_on_book,is_anime,nota,avg_duration_per_session,day_between,is_tv,is_in_list,has_rated,engagement_score,is_mature,watched_time
terra de pecados,Jose,0 days 00:03:53,0.0,0.0,230.0,3.0,3,,,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,terra de pecados,Terra de Pecados,"[18, 80, 9648]",https://image.tmdb.org/t/p/w500/awhE322eVF4EAsTq8bNzTscRXB9.jpg,tv,4.6198,0,5.4,64,,1,['SE'],"['miniseries', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:01:17.666666666,,1,0,0,3.155059523809524,1,233.0
seis punhos,Jose,0 days 00:03:51,0.0,0.0,0.0,231.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,seis punhos,Seis Punhos,"[10759, 16, 10765]",https://image.tmdb.org/t/p/w500/gLIC5AigbrUYP2vHoBhmm687nnF.jpg,tv,4.3616,7,6.6,57,[27],1,['US'],"['mexico', 'martial arts', '1970s', 'fighting', 'adult animation', 'anime', 'drug war']",-1,5,0,0,0,0,0,0,1,5.9865079365079366,0 days 00:03:51,,1,0,0,3.2309082892416225,1,231.0
black clover,Jose,0 days 00:03:39,219.0,0.0,0.0,0.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,black clover,Black Clover,"[16, 10759, 10765]",https://image.tmdb.org/t/p/w500/p3rUhlE81nWxPqpPR8F2u7a01Tl.jpg,tv,26.0527,9,8.5,2049,[24],1,['JP'],"['magic', 'based on manga', 'super villain', 'wizard', 'shounen', 'anime', 'fantasy']",-1,5,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:03:39,,1,0,0,3.2467261904761906,1,219.0
os segredos de manscheid,Jose,0 days 00:03:07,187.0,0.0,0.0,0.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,os segredos de manscheid,Os Segredos de Manscheid,[80],https://image.tmdb.org/t/p/w500/kb3wgQK3E0j0BDLq0g8uj7OaY2y.jpg,tv,5.193,7,6.7,102,[28],2,['LU'],[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:03:07,,1,0,0,3.1787698412698413,0,187.0
fate/apocrypha,Jose,0 days 00:03:00,180.0,0.0,0.0,0.0,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,fate/apocrypha,Fate/Apocrypha,"[16, 10759, 18, 10765]",https://image.tmdb.org/t/p/w500/pCZbePoLGSPj6mKvqQqOCEGFpVc.jpg,tv,13.5276,9,7.4,166,[24],1,['JP'],"['based on novel or book', 'magic', 'historical figure', 'anime', 'based on light novel']",-1,-1,0,0,0,0,0,0,1,5.9865079365079366,0 days 00:01:30,,1,0,0,3.2015873015873018,0,180.0
tudo bem no natal que vem,Anas,0 days 00:02:50,0.0,0.0,0.0,170.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,tudo bem no natal que vem,Tudo Bem no Natal Que Vem,"[35, 18, 14, 10751]",https://image.tmdb.org/t/p/w500/7gCwW0My3JCjhXeqHnBrfZK3bbk.jpg,movie,0.4915,6,7.3,437,100,,['BR'],"['rio de janeiro', 'christmas', 'time jump']",-1,-1,1,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:50,,0,0,0,3.134920634920635,0,170.0
borboletas negras,Jose,0 days 00:02:40,0.0,0.0,0.0,160.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,borboletas negras,Borboletas Negras,"[80, 18]",https://image.tmdb.org/t/p/w500/5oFXra5i4raGvokfSX7nlpoZlvq.jpg,tv,2.5063,4,6.8,84,[50],1,['FR'],"['serial killer', 'criminal investigation', 'fictional biography']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:40,,1,0,0,3.0821428571428573,1,160.0
the killer,Jose,0 days 00:02:37,0.0,0.0,0.0,157.0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,the killer,O Assassino,"[80, 53]",https://image.tmdb.org/t/p/w500/mkEQgdQcvmxSYvY4bMhabxLjjXY.jpg,movie,8.7944,3,6.586,2747,118,,['US'],"['sniper', 'new york city', 'assassin', 'airport', 'paris, france', 'hitman', 'new orleans, louisiana', 'dark comedy', 'client', 'product placement', 'sociopath', 'revenge', 'murder', 'fate', 'lawyer', 'brutality', 'based on graphic novel', 'character study', 'perfectionist', 'hired killer', 'empathy', 'dominican republic', 'assassination attempt', 'cold blooded killer', 'detached', 'tampa, florida', 'satirical', 'manhunt', 'international manhunt', 'precision', 'gig economy', 'dark', 'clinical', 'psychological', 'secret', 'violence', 'suspenseful', 'intense', 'audacious', 'wry']",-1,5,0,0,0,0,0,1,0,7.0,0 days 00:02:37,,0,0,1,3.6108757062146895,1,157.0
o troll da montanha 2,Jose,0 days 00:02:25,0.0,0.0,145.0,0.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,o troll da montanha 2,O Troll da Montanha 2,"[28, 14, 53]",https://image.tmdb.org/t/p/w500/4WOmwPpQ2NeACRm2FMDnVhevb7G.jpg,movie,32.083,1,6.43,447,102,,['NO'],"['mythical creature', 'sequel', 'troll', 'kaiju', 'oslo, norway', 'monster movie', 'norwegian folklore', 'action thriller', 'indifferent']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:25,,0,0,0,3.11171802054155,0,145.0
você estava lá,Jose,0 days 00:02:17,0.0,0.0,137.0,0.0,2,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,você estava lá,Você Estava Lá,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/utrGFclbnCqELR7GS34B4NMQkzo.jpg,tv,7.5868,1,7.975,81,[62],1,['KR'],"['based on novel or book', 'miniseries', 'thriller', 'complicated']",-1,5,0,0,1,0,0,0,0,5.9865079365079366,0 days 00:01:08.500000,,1,0,0,3.0546338965693804,1,137.0
perdidos no espaço,Jose,0 days 00:02:05,0.0,0.0,0.0,125.0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,perdidos no espaço,Perdidos no Espaço,"[10765, 35]",https://image.tmdb.org/t/p/w500/bKRbGH0vs4Bjvyrqb8XXQwl4Nfo.jpg,tv,22.3254,61,7.1,124,[60],3,['US'],"['spacecraft', 'future', 'space', 'alien planet', 'anxious']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:02:05,,1,0,0,3.0511243386243385,0,125.0
marcella,Jose,0 days 00:01:20,0.0,0.0,0.0,80.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,marcella,Marcella,"[80, 18]",https://image.tmdb.org/t/p/w500/k0FUUaaHYEcNrcEnIbPcmO6LIIA.jpg,tv,9.7942,10,6.892,273,[45],3,['GB'],"['london, england', 'detective', 'police', 'murder', 'female protagonist', 'murder investigation']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:01:20,,1,0,0,3.0426366843033508,1,80.0
guerreiras do k-pop,Anas,0 days 00:01:19,0.0,0.0,0.0,79.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,guerreiras do k-pop,Guerreiras do K-Pop,"[14, 10402, 35, 16]",https://image.tmdb.org/t/p/w500/gbdMa7woiuF7IiEB5Spwv5od4oo.jpg,movie,47.2133,1,8.032,2575,95,,['US'],"['double life', 'loyalty', 'supernatural', 'affectation', 'musical', 'female friendship', 'female protagonist', 'demon', 'self-doubt', 'sing-along', 'girl power', 'duringcreditsstinger', 'demon hunter', 'girl group', 'boy band', 'fandom', 'k-pop', 'action comedy', 'found family', 'south korea', 'korean', '3d animation', 'lighthearted', 'grand', 'half demon', 'save the world', 'self-redemption', 'powerful', 'k-pop group', 'trio']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:01:19,,0,0,0,3.0625522138680035,0,79.0
the last kingdom,Jose,0 days 00:01:05,0.0,0.0,0.0,65.0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the last kingdom,The Last Kingdom,"[10759, 18, 10768]",https://image.tmdb.org/t/p/w500/fMNJjzZUdc8pBVIQ85olSNaBKix.jpg,tv,36.6973,11,8.244,1923,[60],5,['GB'],"['based on novel or book', 'vikings (norsemen)', 'royalty', 'historical fiction', 'king', 'historical', 'historical drama', 'costume drama', 'saxons', 'northumbria', '9th century', 'dark', 'gritty', 'period piece', 'sword and sandal', 'action', 'adventure', 'violent', 'middle ages']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:01:05,,1,0,0,3.023346560846561,1,65.0
reforma com romance,Anas,0 days 00:00:50,50.0,0.0,0.0,0.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,reforma com romance,Reforma com Romance,"[10770, 10749, 35]",https://image.tmdb.org/t/p/w500/4CXanYuyBfN1qNmJv86n726c5ia.jpg,movie,0.7198,2,6.8,11,88,,['CA'],[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:50,,0,0,0,3.040602453102453,0,50.0
desejo de matar,Jose,0 days 00:00:43,0.0,0.0,0.0,43.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,desejo de matar,Desejo de Matar,"[28, 80, 53, 18]",https://image.tmdb.org/t/p/w500/yo2FRPhsifn044quPVyMtYlnoyZ.jpg,movie,5.5553,8,6.224,2768,108,,['US'],"['robbery', 'based on novel or book', 'police', 'gun', 'kidnapping', 'detective', 'remake', 'vigilante', 'shootout', 'dark hero', 'criminal', 'aggressive', 'death of wife', 'father daughter relationship', 'vigilante justice', 'provocative']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:43,,0,0,0,3.0264329805996475,1,43.0
sobrenatural,Anas,0 days 00:00:39,0.0,0.0,39.0,0.0,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,sobrenatural,Sobrenatural,"[27, 53, 14]",https://image.tmdb.org/t/p/w500/j4SDJkr8goXV2mlEmvjtYBYhg2n.jpg,movie,0.5568,30,5.6,13,100,,['MX'],[],-1,-1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:39,,0,0,0,3.0257539682539685,0,39.0
juntos e misturados,Anas,0 days 00:00:37,37.0,0.0,0.0,0.0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,juntos e misturados,Juntos e Misturados,"[35, 10749]",https://image.tmdb.org/t/p/w500/tD0UJtt237FAST3rD1htrGLBKAH.jpg,movie,6.2685,12,6.891,3759,117,,['US'],"['single parent', 'baseball', 'extreme sports', 'safari', 'south africa', 'blind date', 'romcom', 'wildlife', 'wild animal', 'teenage crush', 'family vacation', 'single mother', 'divorcee', 'divorced woman', 'widower', 'single father', 'tomboy', 'death of mother', 'spring break', 'mother figure', 'father figure', 'mother son relationship', 'father daughter relationship', 'african music', 'playful', 'absent father', 'hilarious', 'enthusiastic']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:37,,0,0,0,3.019607244607245,0,37.0
dr.stone,Jose,0 days 00:00:36,0.0,0.0,0.0,36.0,2,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,dr.stone,Dr. Stone,"[16, 10759, 35, 10765]",https://image.tmdb.org/t/p/w500/n3oKFShhqVvc8f5kNCYEjTnaXV2.jpg,tv,9.0591,7,8.5,1630,[24],4,['JP'],"['post-apocalyptic future', 'friends', 'survival', 'disaster', 'based on manga', 'scientist', 'educational', 'environmentalism', 'lost civilization', 'shounen', 'anime', 'crafting', 'man vs nature', 'war']",-1,3,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:00:18,,1,0,0,3.034920634920635,1,36.0
dark,Jose,0 days 00:00:27,0.0,0.0,27.0,0.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dark,Dark,"[80, 18, 10765, 9648]",https://image.tmdb.org/t/p/w500/7yQyDCqSazrYTnmxdQLAZ8YDH87.jpg,tv,38.4221,9,8.4,7446,,3,['DE'],"['hotel', 'detective', 'small town', 'cave', 'nuclear power plant', 'time travel', 'investigation', 'time machine', 'cop', 'woods', 'surrealism', 'priest', 'time loop', 'disappearance', 'incest', 'missing child', 'alternate timeline', 'watchmaker', 'mysterious past', 'family crisis', 'science fiction', 'suspense', 'thriller', 'chilling']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:27,,1,0,0,3.012003968253968,1,27.0
reunião de família,Anas,0 days 00:00:22,0.0,0.0,0.0,22.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,reunião de família,Reunião de Família,[35],https://image.tmdb.org/t/p/w500/4FSp6X34Qnol84MtcTia1ibAQrI.jpg,tv,10.5815,7,8.0,106,[30],3,['US'],"['seattle, washington', 'georgia', 'family', 'family reunion', 'sitcom', 'extended family', 'free spirited', 'christopher columbus']",-1,1,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:22,,1,0,0,3.0136243386243384,0,22.0
náufrago,Léo,0 days 00:00:20,20.0,0.0,0.0,0.0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,náufrago,Náufrago,"[12, 18]",https://image.tmdb.org/t/p/w500/eaJRnsUIxOeMgpY81iIgGr372vp.jpg,movie,11.7272,26,7.661,12140,143,,['US'],"['exotic island', 'suicide attempt', 'volleyball', 'survival', 'remarriage', 'loneliness', 'castaway', 'airplane crash', 'presumed dead', 'deserted island', 'tropical island', 'south pacific', 'intense', 'bold', 'melodramatic', 'enoch arden']",-1,2,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:20,,0,0,0,3.00490897990898,0,20.0
the ballad of buster scruggs,Jose,0 days 00:00:15,0.0,0.0,0.0,15.0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the ballad of buster scruggs,A Balada de Buster Scruggs,"[37, 35, 18]",https://image.tmdb.org/t/p/w500/nb4crpD43qLIlNj3k5mqC0izPCk.jpg,movie,7.5778,8,7.134,4382,133,,['US'],"['prostitute', 'native american', 'parody', 'anthology', 'bank robbery', 'stagecoach', 'cowboy', 'wagon train', 'singing cowboy', 'american west', 'the old west']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:15,,0,0,0,3.00265246449457,1,15.0
lupin,Léo,0 days 00:00:15,15.0,0.0,0.0,0.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lupin,Lupin,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/sOUWRai0215iUSMackrZx3Y1j05.jpg,tv,27.1549,5,7.704,2534,,3,['FR'],"['paris, france', 'based on novel or book', 'investigation', 'police', 'thief', 'revenge', 'heist', 'criminal', 'disguise', 'dramedy', 'arsene lupin', 'thriller', 'exciting', 'action']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:15,,1,0,0,3.003670634920635,1,15.0
the old guard 2,Jose,0 days 00:00:15,0.0,0.0,0.0,15.0,2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,the old guard 2,The Old Guard 2,"[28, 14]",https://image.tmdb.org/t/p/w500/kuM9Q0jxeJ1431rJPJ7Xen2gRX5.jpg,movie,7.9891,1,5.906,919,107,,['US'],"['immortality', 'based on comic', 'interracial romance', 'lgbt', 'found family', 'queer', 'gay theme', 'action adventure', 'body horror']",-1,5,0,1,0,0,0,1,0,5.9865079365079366,0 days 00:00:07.500000,,0,0,0,3.0049362112446225,1,15.0
o homem das castanhas,Jose,0 days 00:00:14,0.0,0.0,0.0,14.0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,o homem das castanhas,O Homem das Castanhas,"[80, 18, 9648]",https://image.tmdb.org/t/p/w500/lt5HCXVH7LptUtA2IgKwk0uBD8v.jpg,tv,7.582,5,7.482,645,[55],2,['DK'],"['detective', 'based on novel or book', 'investigation', 'forest', 'politician', 'murder', 'domestic abuse', 'serial killer', 'brutality', 'young woman', 'missing person', 'psychological', 'copenhagen', 'interpol agent']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:14,,1,0,0,3.0003246753246753,1,14.0
ozark,Jose,0 days 00:00:13,0.0,0.0,0.0,13.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ozark,Ozark,"[80, 18]",https://image.tmdb.org/t/p/w500/epUO5w9nRmozR0iWCFwChT3ha6j.jpg,tv,40.203,9,8.209,2690,,4,['US'],"['money laundering', 'investigation', 'missouri', 'drug cartel', 'biting', 'kingpin', 'ozarks', 'bearer bonds', 'financial advisor', 'bold']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:13,,1,0,0,3.002281746031746,1,13.0
duas covas,Jose,0 days 00:00:10,0.0,0.0,10.0,0.0,1,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,duas covas,Duas Covas,"[9648, 80, 18]",https://image.tmdb.org/t/p/w500/fNdUF2iL5CuCvhDifL1VFrvc8zJ.jpg,tv,5.0583,1,6.513,79,[52],1,['ES'],"['miniseries', 'missing person', 'revenge thriller', 'police procedural', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:10,,1,0,0,2.9985958485958486,1,10.0
the oa,Jose,0 days 00:00:09,0.0,9.0,0.0,0.0,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,the oa,The OA,"[10765, 9648, 18]",https://image.tmdb.org/t/p/w500/rueY4slMeKtTGitm0raFUJvgaa5.jpg,tv,16.3995,10,7.505,1328,,2,['US'],"['alternate dimension', 'surrealism', 'disappearance', 'blind', 'dimensional travel', 'near-death experience', 'science fiction', 'intimate', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:09,,1,0,0,2.9995039682539684,1,9.0
bodkin,Jose,0 days 00:00:07,0.0,0.0,0.0,7.0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bodkin,Bodkin,"[18, 9648]",https://image.tmdb.org/t/p/w500/fvpYJkQaeon5kmxioIPHFmgA2v5.jpg,tv,7.4857,2,6.331,130,,1,['US'],"['nun', 'dark comedy', 'ireland', 'true crime', 'podcaster', 'investigative journalist', 'mysterious disappearance', 'absurd', 'thriller']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:07,,1,0,0,2.9981150793650793,1,7.0
vinland saga,Jose,0 days 00:00:05,0.0,0.0,0.0,5.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,vinland saga,VINLAND SAGA,"[16, 10768, 10759, 18]",https://image.tmdb.org/t/p/w500/ySPYLN1sHmgRdqdfLOE092JlNTp.jpg,tv,14.3467,7,8.527,911,[25],2,['JP'],"['swordplay', 'vandalism', 'mercenary', 'exploration', 'vikings (norsemen)', 'revenge', 'travel', 'gore', 'survival', 'disaster', 'pirate', 'based on manga', 'massacre', 'historical', 'medieval', 'norse mythology', 'seinen', 'anime', 'drastic change of life', 'time skip', 'intense', 'adventure', 'powerful']",-1,5,0,0,0,0,0,1,1,5.9865079365079366,0 days 00:00:05,,1,0,0,2.998809523809524,1,5.0
boots,Léo,0 days 00:00:05,0.0,0.0,5.0,0.0,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,boots,Boots,"[35, 18, 10768]",https://image.tmdb.org/t/p/w500/AeCeUdRgCkp61Pe1Dxk7EknXJJi.jpg,tv,13.0087,1,7.836,171,,1,['US'],"['based on novel or book', 'homophobia', 'affectation', 'marine corps', 'bullying', 'boot camp', 'coming of age', 'lgbt', 'u.s. marine', 'military', 'domineering', 'candid', '1990s', 'closeted homosexual', 'homosexuality', 'intimate', 'direct', 'dramatic', 'sentimental', ""don't ask, don't tell"", 'admiring', 'adoring', 'appreciative', 'approving', 'awestruck', 'celebratory', 'cheerful', 'excited', 'exhilarated', 'exuberant', 'hopeful', 'straightforward']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:05,,1,0,0,2.9967261904761906,1,5.0
casa de dinamite,Léo,0 days 00:00:04,0.0,0.0,0.0,4.0,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,casa de dinamite,Casa de Dinamite,[53],https://image.tmdb.org/t/p/w500/rXo2FotSlBMg1MynsV276QIskN9.jpg,movie,6.1666,1,6.386,1162,112,,['US'],"['the white house', 'affectation', 'biting', 'blunt', 'woman director', 'frantic', 'candid', 'political thriller', 'complex', 'political crisis', 'anxious', 'cautionary', 'direct', 'didactic', 'dramatic', 'critical', 'bitter', 'ambivalent', 'appreciative', 'audacious', 'baffled', 'bewildered', 'bold', 'brisk', 'commanding', 'compassionate', 'dignified', 'disheartening', 'distressing', 'empathetic', 'foreboding']",-1,5,0,0,0,0,0,0,0,5.9865079365079366,0 days 00:00:04,,0,0,0,2.996230158730159,1,4.0
Expresso do amanha,Léo,0 days 07:40:48,518.0,2828.0,11313.0,12988.982514,26,,,1,2,3,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,Expresso do amanha,Expresso do Amanhã,"[10765, 18]",https://image.tmdb.org/t/p/w500/mt7mmif11QXf8hsfgDAlOGJwJcV.jpg,tv,28.9054,6,7.377,1386,,4,['US'],"['winter', 'post-apocalyptic future', 'dystopia', 'rebellion', 'train', 'based on graphic novel', 'caste system', 'perpetual winter']",-1,5,0,0,0,0,1,1,0,5.5,0 days 00:17:43.384615384,,1,0,0,7.75,1,27648.0
Truque de mestre O segundo ato,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,3,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Truque de mestre O segundo ato,Truque de Mestre: O 2° Ato,"[53, 80]",https://image.tmdb.org/t/p/w500/9uCUHxN5MD4vX6q1YEnpL6bQLiw.jpg,movie,12.1199,10,6.827,11458,115,,"['HK', 'US']","['prison', 'new york city', 'magic', 'kidnapping', 'fbi', 'card trick', 'secret society', 'hypnosis', 'illusion', 'twin brother', 'heist', 'revenge', 'vigilante', 'on the run', 'fake death', 'macau', 'perception', 'illusionist', 'secrecy', 'illusionism', 'debunker', 'sleight of hand', 'fbi agent', 'intense', 'cheerful']",-1,2,0,0,0,0,0,0,0,6.0,0 days 00:38:24,,0,0,0,8.0,0,6912.0
El Camino,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,4,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,El Camino,El Camino: A Breaking Bad Film,"[80, 18, 53]",https://image.tmdb.org/t/p/w500/8sOZcIGJ8ihQELnhKS2qStxe1dh.jpg,movie,6.2131,7,7.047,5553,122,,['US'],"['new mexico', 'drugs', 'meth lab', 'albuquerque, new mexico', 'crystal meth', 'based on tv series', 'methamphetamine']",-1,5,0,0,0,0,0,0,0,7.0,0 days 00:28:48,,0,0,0,8.221311475409836,1,6912.0
Jogador N1,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,17,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jogador N1,Jogador N° 1,"[12, 28, 878]",https://image.tmdb.org/t/p/w500/sN46sgCsWqwgHMu4mEtKJ19knVr.jpg,movie,12.967,8,7.584,16700,140,,['US'],"['future', 'based on novel or book', 'video game', 'virtual reality', 'dystopia', 'nostalgia', 'love', 'film in film', 'evil corporation', 'quest', '1980s', '2040s', 'based on young adult novel', 'columbus, ohio', 'inspirational', 'vrmmo', 'dystopian sci-fi']",3,2,0,0,0,0,1,1,0,4.0,0 days 00:06:46.588235294,,0,0,0,6.114285714285714,0,6912.0
Truque de mestre,Léo,0 days 01:55:12,0.0,0.0,0.0,6912.0,1,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Truque de mestre,Truque de Mestre: O 3° Ato,"[53, 80]",https://image.tmdb.org/t/p/w500/xUddC5HTjMWmClD007QBWR0BLHY.jpg,movie,58.0687,1,6.5,1293,112,,['US'],"['diamond', 'antwerp', 'sequel', 'heist', 'diamond heist', 'illusionist', 'team up', 'antwerp diamonds']",-1,2,0,0,0,0,0,0,0,6.0,0 days 01:55:12,,0,0,0,8.0,0,6912.0
3%,Léo,0 days 09:36:00,1124.0,3186.0,12743.0,17507.44662,26,,,2,1,1,3,2,3,1,0,0,0,0,0,0,0,0,13,0,0,0,3%,O Problema dos 3 Corpos,"[10765, 9648, 18]",https://image.tmdb.org/t/p/w500/rqMYUtyrRJrZ1zKQvBfLgPh1c0T.jpg,tv,42.5246,2,7.464,1431,,1,['US'],"['china', 'based on novel or book', 'scientist', 'alien invasion', 'alien contact', 'signal', '1960s', 'thoughtful', 'alien civilization', 'imaginative', 'anxious', 'inspirational', 'cerebral', 'secret', 'thriller']",-1,5,0,0,0,0,0,0,0,5.0,0 days 00:22:09.230769230,,1,0,0,7.5,1,34560.0
O pacote,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,25,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,O pacote,O Pacote,"[18, 10749]",https://image.tmdb.org/t/p/w500/7nztwZKWZXud3S4AZytF5fJuD4y.jpg,movie,0.3427,13,2.4,5,18,,['BR'],"['lgbt', 'gay theme', 'short film']",-1,-1,0,0,0,0,0,0,0,2.0,0 days 00:04:36.480000,,0,0,0,6.0,0,6912.0
Shazam,Léo,0 days 01:55:12,1165.0,275.0,1098.0,4373.913417,10,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Shazam,Shazam!,"[28, 35, 14]",https://image.tmdb.org/t/p/w500/rwkriXzzP9FoiIF5nTdxBsUcds4.jpg,movie,7.6651,7,7.0,10112,131,,['US'],"['philadelphia, pennsylvania', 'magic', 'secret identity', 'superhero', 'based on comic', 'wizard', 'superhuman strength', 'aftercreditsstinger', 'duringcreditsstinger', 'christmas', 'dc extended universe (dceu)', 'flossing']",-1,2,1,1,0,0,0,1,0,3.0,0 days 00:11:31.200000,,0,0,0,5.896946564885496,0,6912.0
O cavaleiro das trevas,Léo,0 days 01:55:12,0.0,0.0,6912.0,0.0,4,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,O cavaleiro das trevas,Batman: O Cavaleiro das Trevas,"[28, 80, 53]",https://image.tmdb.org/t/p/w500/4lj1ikfsSmMZNyfdi8R8Tv5tsgb.jpg,movie,52.028,18,8.527,35397,152,,"['GB', 'US']","['sadism', 'chaos', 'secret identity', 'crime fighter', 'superhero', 'anti hero', 'scarecrow', 'based on comic', 'vigilante', 'organized crime', 'tragic hero', 'anti villain', 'criminal mastermind', 'district attorney', 'super power', 'super villain', 'neo-noir', 'bold']",-1,2,0,1,0,0,0,1,0,10.0,0 days 00:28:48,,0,0,0,8.789473684210527,0,6912.0
